NOME,ASSINATURA,GRUPO DE RECURSOS,LOCALIZAÇÃO,STATUS,SISTEMA OPERACIONAL,TAMANHO,ENDEREÇO IP PÚBLICO,DISCOS,ATUALIZAR STATUS,LINK DE RECURSOS
"newmarchine","Azure for Students","newmarchine_group","Brazil South","Interrompido (desalocado)","Windows","Standard_D2ads_v6","4.228.217.134","1","{""text"":""Habilitar avaliação periódica"",""blade"":""UpdateCenterUpdateSettingsBlade"",""extension"":""Microsoft_Azure_Automation"",""parameters"":{""ids"":[""/subscriptions/6af1dd94-d459-42bf-83d5-f599da5c2e21/resourcegroups/newmarchine_group/providers/microsoft.compute/virtualmachines/newmarchine""],""source"":""VirtualMachines_BrowseResourceBlade""}}","https://portal.azure.com#resource/subscriptions/6af1dd94-d459-42bf-83d5-f599da5c2e21/resourceGroups/newmarchine_group/providers/Microsoft.Compute/virtualMachines/newmarchine"
